Date,Close
2010-01-04,9112.244140625
2010-01-05,9192.0439453125
2010-01-06,9222.892578125
2010-01-07,9192.84375
2010-01-08,9160.59375
2010-01-11,9173.443359375
2010-01-12,8984.9951171875
2010-01-13,8925.99609375
2010-01-14,8910.6962890625
2010-01-15,8910.99609375
2010-01-18,9093.14453125
2010-01-19,9135.7939453125
2010-01-20,9126.2431640625
2010-01-21,8919.1962890625
2010-01-22,8772.548828125
2010-01-25,8696.498046875
2010-01-27,8329.703125
2010-01-28,8423.751953125
2010-01-29,8651.44921875
2010-02-01,8649.1494140625
2010-02-02,8468.0517578125
2010-02-03,8631.7490234375
2010-02-04,8471.0009765625
2010-02-05,8223.154296875
2010-02-08,8342.103515625
2010-02-09,8392.3525390625
2010-02-10,8289.9033203125
2010-02-11,8381.302734375
2010-02-15,8312.603515625
2010-02-16,8397.7021484375
2010-02-17,8551.400390625
2010-02-18,8573.80078125
2010-02-19,8487.0009765625
2010-02-22,8493.2509765625
2010-02-23,8512.8515625
2010-02-24,8504.451171875
2010-02-25,8537.7001953125
2010-02-26,8722.6484375
2010-03-02,8921.99609375
2010-03-03,9039.3447265625
2010-03-04,9013.6953125
2010-03-05,9038.3447265625
2010-03-08,9145.84375
2010-03-09,9138.09375
2010-03-10,9119.1435546875
2010-03-11,9186.7431640625
2010-03-12,9172.7939453125
2010-03-15,9085.39453125
2010-03-16,9102.8447265625
2010-03-17,9188.2939453125
2010-03-18,9252.1923828125
2010-03-19,9270.6923828125
2010-03-22,9186.84375
2010-03-23,9222.79296875
2010-03-25,9318.1416015625
2010-03-26,9456.08984375
2010-03-29,9517.4892578125
2010-03-30,9470.189453125
2010-03-31,9459.4892578125
2010-04-01,9507.6396484375
2010-04-05,9698.4873046875
2010-04-06,9728.0869140625
2010-04-07,9680.9375
2010-04-08,9519.8896484375
2010-04-09,9656.3876953125
2010-04-12,9575.3388671875
2010-04-13,9482.8896484375
2010-04-15,9344.4912109375
2010-04-16,9353.6416015625
2010-04-19,9302.7919921875
2010-04-20,9445.990234375
2010-04-21,9555.1884765625
2010-04-22,9623.1376953125
2010-04-23,9813.185546875
2010-04-26,9839.0361328125
2010-04-27,9756.3369140625
2010-04-28,9634.7880859375
2010-04-29,9803.685546875
2010-04-30,9870.2353515625
2010-05-03,9775.38671875
2010-05-04,9623.587890625
2010-05-05,9581.73828125
2010-05-06,9581.888671875
2010-05-07,9275.9921875
2010-05-10,9656.1376953125
2010-05-11,9625.9873046875
2010-05-12,9722.0869140625
2010-05-13,9773.236328125
2010-05-14,9588.9384765625
2010-05-17,9526.3896484375
2010-05-18,9492.1396484375
2010-05-19,9108.244140625
2010-05-20,9174.4931640625
2010-05-21,9135.59375
2010-05-24,9087.14453125
2010-05-25,8851.6474609375
2010-05-26,9027.4951171875
2010-05-27,9258.3427734375
2010-05-28,9312.4912109375
2010-05-31,9363.591796875
2010-06-01,9118.943359375
2010-06-02,9192.34375
2010-06-03,9387.5908203125
2010-06-04,9455.83984375
2010-06-07,9292.4912109375
2010-06-08,9185.193359375
2010-06-09,9238.0927734375
2010-06-10,9346.341796875
2010-06-11,9451.640625
2010-06-14,9533.9892578125
2010-06-15,9554.2890625
2010-06-16,9588.7890625
2010-06-17,9613.2890625
2010-06-18,9576.138671875
2010-06-21,9757.9365234375
2010-06-22,9675.3876953125
2010-06-23,9718.8369140625
2010-06-24,9673.4873046875
2010-06-25,9450.990234375
2010-06-28,9542.0888671875
2010-06-29,9381.291015625
2010-06-30,9464.4892578125
2010-07-01,9349.2919921875
2010-07-02,9357.0419921875
2010-07-05,9385.240234375
2010-07-06,9550.7890625
2010-07-07,9449.140625
2010-07-08,9566.48828125
2010-07-09,9713.5869140625
2010-07-12,9850.4853515625
2010-07-13,9931.484375
2010-07-14,9956.5341796875
2010-07-15,9931.984375
2010-07-16,10013.333984375
2010-07-19,10032.3837890625
2010-07-20,9975.8837890625
2010-07-21,9992.0341796875
2010-07-22,10060.1328125
2010-07-23,10093.783203125
2010-07-26,10023.8837890625
2010-07-27,10090.533203125
2010-07-28,10068.033203125
2010-07-29,10179.58203125
2010-07-30,10160.8818359375
2010-08-02,10411.37890625
2010-08-03,10502.5283203125
2010-08-04,10489.177734375
2010-08-05,10454.779296875
2010-08-06,10383.529296875
2010-08-09,10523.9775390625
2010-08-10,10519.828125
2010-08-11,10428.529296875
2010-08-12,10583.52734375
2010-08-13,10737.224609375
2010-08-16,10680.42578125
2010-08-17,10770.125
2010-08-18,10893.9228515625
2010-08-19,11110.37109375
2010-08-20,11033.6220703125
2010-08-23,11095.37109375
2010-08-24,11042.8720703125
2010-08-25,10937.72265625
2010-08-26,10981.572265625
2010-08-27,10727.3251953125
2010-08-30,10747.125
2010-08-31,10746.224609375
2010-09-01,10879.6240234375
2010-09-02,10980.4716796875
2010-09-03,10991.072265625
2010-09-06,11218.6689453125
2010-09-07,11192.8203125
2010-09-08,11189.919921875
2010-09-09,11446.5673828125
2010-09-13,11872.7119140625
2010-09-14,11928.2109375
2010-09-15,11987.4599609375
2010-09-16,12031.91015625
2010-09-17,12103.958984375
2010-09-20,12251.0576171875
2010-09-21,12244.8076171875
2010-09-22,12305.5576171875
2010-09-23,12146.158203125
2010-09-24,12263.4072265625
2010-09-27,12253.0576171875
2010-09-28,12272.2578125
2010-09-29,12237.4072265625
2010-09-30,12366.2060546875
2010-10-01,12556.6044921875
2010-10-04,12651.15234375
2010-10-05,12596.353515625
2010-10-06,12629.0537109375
2010-10-07,12536.4541015625
2010-10-08,12473.255859375
2010-10-11,12512.8544921875
2010-10-12,12461.6552734375
2010-10-13,12744.8515625
2010-10-14,12598.703125
2010-10-15,12346.306640625
2010-10-18,12331.15625
2010-10-19,12245.5078125
2010-10-20,12176.3583984375
2010-10-21,12435.6552734375
